rank_display,rank,name,country,city,region,overall_score,url,logo,citations_per_faculty_score,citations_per_faculty_rank,academic_reputation_score,academic_reputation_rank,faculty_student_ratio_score,faculty_student_ratio_rank,employer_reputation_score,employer_reputation_rank,employment_outcomes_score,employment_outcomes_rank,international_student_ratio_score,international_student_ratio_rank,international_research_network_score,international_research_network_rank,international_faculty_ratio_score,international_faculty_ratio_rank,international_student_diversity_score,international_student_diversity_rank,sustainability_score_score,sustainability_score_rank
1201-1400,1343,Universidad del Desarrollo (UDD),Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-desarrollo-udd,https://www.topuniversities.com/sites/default/files/universidad-del-desarrollo-udd_592560cf2aeae70239af52cd_medium.jpg,4,801+,11.8,701+,15.7,801+,15.7,701+,6.8,801+,3.3,801+,18.3,801+,10.6,801+,7.6,801+,47.5,=774
1201-1400,1344,Universidad del Norte ,Colombia,Barranquilla,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-norte,https://www.topuniversities.com/sites/default/files/universidad-del-norte-_592560cf2aeae70239af54ec_medium.jpg,6,801+,13.2,701+,12.7,801+,14.3,701+,10.8,801+,1.7,801+,27.1,801+,8.5,801+,6,801+,44.2,801+
1201-1400,1345,Universidad del Valle de Guatemala (UVG),Guatemala,Guatemala City,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-valle-de-guatemala-uvg,https://www.topuniversities.com/sites/default/files/211125092041pm825065Logo-UVG-90x90.jpg,1.4,801+,6.5,701+,61.9,288,11,701+,15.3,801+,3.2,801+,5.6,801+,9.4,801+,7.4,801+,11,801+
1201-1400,1346,Universidade Federal Fluminense,Brazil,Rio de Janeiro,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-fluminense,https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_medium.jpg,6.4,801+,12.5,701+,17.4,801+,3.1,701+,17.6,770,1.3,801+,57,736,8.8,801+,5.8,801+,55.7,=582
1201-1400,1347,Universidade Federal da Bahia,Brazil,Salvador,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-da-bahia,https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_medium.jpg,5.7,801+,13.5,701+,11.8,801+,5,701+,20.6,715,2,801+,48.7,801+,6.9,801+,1.8,801+,41.4,801+
1201-1400,1348,Universidade Federal de Pernambuco (UFPE) ,Brazil,Recife,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_medium.jpg,7.6,801+,16,701+,20.3,801+,4.4,701+,6.8,801+,1.4,801+,58.3,713,4.8,801+,5.9,801+,36.1,801+
1201-1400,1349,Universidade Federal de Santa Maria,Brazil,Santa Maria,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-santa-maria,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-maria_592560cf2aeae70239af553e_medium.jpg,9.9,801+,7,701+,25,734,2.2,701+,8.4,801+,2.1,801+,52.5,800,2.9,801+,6.5,801+,55.7,=582
1201-1400,1350,Universidade Federal de Viçosa (UFV),Brazil,Viçosa,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-vicosa-ufv,https://www.topuniversities.com/sites/default/files/universidade-federal-de-viosa-ufv_592560cf2aeae70239af5549_medium.jpg,16.2,780,6.8,701+,17.4,801+,4.3,701+,5.7,801+,3.7,801+,26.5,801+,3.4,801+,8.1,801+,49.6,=711
1201-1400,1351,Universidade Federal do Ceará (UFC),Brazil,Fortaleza,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-ceara-ufc,https://www.topuniversities.com/sites/default/files/universidade-federal-do-cear-ufc_592560cf2aeae70239af5148_medium.jpg,10.1,801+,11.3,701+,7.9,801+,4.8,701+,8,801+,1.7,801+,41.7,801+,1.5,801+,6.1,801+,36.2,801+
1201-1400,1352,Universidade Presbiteriana Mackenzie,Brazil,São Paulo,Latin America,n/a,https://www.topuniversities.com/universities/universidade-presbiteriana-mackenzie,https://www.topuniversities.com/sites/default/files/universidade-presbiteriana-mackenzie_2768_medium.jpg,3.8,801+,5.8,701+,19.5,801+,12.6,701+,56.4,295,1.1,801+,13.8,801+,2.3,801+,5.6,801+,18.1,801+
1201-1400,1353,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,Rio de Janeiro,Latin America,n/a,https://www.topuniversities.com/universities/universidade-do-estado-do-rio-de-janeiro-uerj,https://www.topuniversities.com/sites/default/files/universidade-do-estado-do-rio-de-janeiro-uerj_592560cf2aeae70239af5525_medium.jpg,4,801+,13.2,701+,22.6,780,6.5,701+,22.6,680,1.4,801+,48,801+,4.8,801+,1.3,801+,31.8,801+
1201-1400,1354,Università degli Studi di Urbino Carlo Bo - Carlo Bo University of Urbino,Italy,Urbino,Europe,n/a,https://www.topuniversities.com/universities/universita-degli-studi-di-urbino,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-urbino-carlo-bo-_592560cf2aeae70239af5001_medium.jpg,14.5,801+,6.8,701+,3,801+,2.8,701+,13.8,801+,9.1,801+,28.5,801+,22.6,680,14.2,801+,27.3,801+
1201-1400,1355,Universitas Muhammadiyah Yogyakarta,Indonesia,Yogyakarta,Asia,n/a,https://www.topuniversities.com/universities/universitas-muhammadiyah-yogyakarta,https://www.topuniversities.com/sites/default/files/universitas-muhammadiyah-yogyakarta_5a704d66cb4de709c73ae9d5_medium.jpg,2.2,801+,10.9,701+,4.8,801+,4.2,701+,2.7,801+,3.9,801+,8.3,801+,82.5,275,8.3,801+,37.9,801+
1201-1400,1356,Universitas Pendidikan Indonesia,Indonesia,Bandung ,Asia,n/a,https://www.topuniversities.com/universities/universitas-pendidikan-indonesia,https://www.topuniversities.com/sites/default/files/universitas-pendidikan-indonesia_592560cf2aeae70239af52d4_medium.jpg,2.2,801+,17.4,701+,16.2,801+,5.7,701+,2.7,801+,2.5,801+,20,801+,17.6,757,7.1,801+,43.1,801+
1201-1400,1357,Universitas Trisakti (USAKTI),Indonesia,"Jakarta Barat,",Asia,n/a,https://www.topuniversities.com/universities/universitas-trisakti-usakti,https://www.topuniversities.com/sites/default/files/211228112718am332266School-Logo-Universitas-Trisakti-90x90.jpg,1.5,801+,14.3,701+,29,649,5.8,701+,41.1,425,1.3,801+,4.1,801+,3,801+,5.7,801+,33.3,801+
1201-1400,1358,Universitatea de Vest din Timisoara /  West University of Timisoara,Romania,Timișoara,Europe,n/a,https://www.topuniversities.com/universities/universitatea-de-vest-din-timisoara-west-university-timisoara,https://www.topuniversities.com/sites/default/files/universitatea-de-vest-din-timisoara-west-university-of-timisoara_592560cf2aeae70239af5054_medium.jpg,5.5,801+,13.7,701+,7.4,801+,17,701+,32.8,518,10.6,801+,29.8,801+,2,801+,14.8,801+,42.2,801+
1201-1400,1359,Universiti Kuala Lumpur (UniKL),Malaysia,KUALA LUMPUR,Asia,n/a,https://www.topuniversities.com/universities/universiti-kuala-lumpur-unikl,https://www.topuniversities.com/sites/default/files/universiti-kuala-lumpur-unikl_1980_medium.jpg,4.1,801+,9.9,701+,33.8,579,10.8,701+,5.1,801+,5,801+,18.1,801+,7.1,801+,9.8,801+,23.2,801+
1201-1400,1360,Universiti Malaysia Kelantan,Malaysia,Kota Bharu,Asia,n/a,https://www.topuniversities.com/universities/universiti-malaysia-kelantan,https://www.topuniversities.com/sites/default/files/universiti-malaysia-kelantan_5ddf38825c52f37faf755e24_medium.jpg,10.6,801+,9.5,701+,7.1,801+,3.6,701+,5.1,801+,14.2,801+,25.5,801+,17,768,16.4,801+,47.9,=763
1201-1400,1361,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,Malaysia,Alor Gajah,Asia,n/a,https://www.topuniversities.com/universities/universiti-teknikal-malaysia-melaka,https://www.topuniversities.com/sites/default/files/universiti-teknikal-malaysia-melaka_592560e69988f300e2321e30_medium.jpg,11.4,801+,10.3,701+,18,801+,11.2,701+,5.2,801+,10.7,801+,34.7,801+,5.4,801+,13.9,801+,36.4,801+
1201-1400,1362,University POLITEHNICA of Bucharest,Romania,Bucharest,Europe,n/a,https://www.topuniversities.com/universities/university-politehnica-bucharest,https://www.topuniversities.com/sites/default/files/university-politehnica-of-bucharest_592560df9988f300e2320a67_medium.jpg,14.6,801+,6.3,701+,4.9,801+,20.8,630,9.4,801+,4.7,801+,61.4,672,1.7,801+,3.7,801+,22.8,801+
1201-1400,1363,University of Babylon,Iraq,Hillah,Asia,n/a,https://www.topuniversities.com/universities/university-babylon,https://www.topuniversities.com/sites/default/files/university-of-babylon_592560e09988f300e2320b39_medium.jpg,3.7,801+,7.7,701+,19.6,801+,25.9,524,5.8,801+,1.2,801+,36.6,801+,1.3,801+,1.1,801+,29.8,801+
1201-1400,1364,University of Basrah,Iraq,Basrah,Asia,n/a,https://www.topuniversities.com/universities/university-basrah,https://www.topuniversities.com/sites/default/files/university-of-basrah_592560df9988f300e23208e3_medium.jpg,2.2,801+,9.1,701+,18.7,801+,26.6,514,14.2,801+,1,801+,34.7,801+,n/a,n/a,1,801+,20,801+
1201-1400,1365,University of Derby,United Kingdom,Derby,Europe,n/a,https://www.topuniversities.com/universities/university-derby,https://www.topuniversities.com/sites/default/files/university-of-derby_592560cf2aeae70239af4d46_medium.jpg,10.9,801+,5.4,701+,12,801+,7.5,701+,2.2,801+,49.9,409,42.8,801+,40.8,492,54.6,375,34,801+
1201-1400,1366,University of International Business and Economics,China (Mainland),Beijing,Asia,n/a,https://www.topuniversities.com/universities/university-international-business-economics,https://www.topuniversities.com/sites/default/files/university-of-international-business-and-economics_592560cf2aeae70239af5265_medium.jpg,8.4,801+,3.3,701+,16.5,801+,5.1,701+,21.2,704,43.3,465,8.2,801+,8.6,801+,32.4,586,29.8,801+
1201-1400,1367,University of Kaiserslautern-Landau(RPTU),Germany,Kaiserslautern,Europe,n/a,https://www.topuniversities.com/universities/university-kaiserslautern-landaurptu,https://www.topuniversities.com/sites/default/files/technische-universitt-kaiserslautern_592560cf2aeae70239af4fcf_medium.jpg,7.5,801+,8.6,701+,22.2,787,6,701+,5.4,801+,n/a,n/a,63.4,645,n/a,n/a,n/a,n/a,n/a,n/a
1201-1400,1368,University of Kerbala,Iraq,Karbala,Asia,n/a,https://www.topuniversities.com/universities/university-kerbala,https://www.topuniversities.com/sites/default/files/university-of-kerbala_592560cf2aeae70239af59d3_medium.jpg,2,801+,12.8,701+,35.3,560,14.8,701+,5.6,801+,1.9,801+,13.9,801+,2.1,801+,1.7,801+,21.3,801+
1201-1400,1369,University of Khartoum,Sudan,Khartoum,Africa,n/a,https://www.topuniversities.com/universities/university-khartoum,https://www.topuniversities.com/sites/default/files/university-of-khartoum_592560cf2aeae70239af583c_medium.jpg,5.1,801+,8.9,701+,8.2,801+,6.9,701+,84.9,137,2.1,801+,53.5,788,n/a,n/a,1.8,801+,23.3,801+
1201-1400,1370,University of Kufa,Iraq,Kufa,Asia,n/a,https://www.topuniversities.com/universities/university-kufa,https://www.topuniversities.com/sites/default/files/university-of-kufa_592560cf2aeae70239af5696_medium.jpg,2.1,801+,7.4,701+,31.7,607,33.3,433,5.7,801+,1,801+,26.3,801+,n/a,n/a,1,801+,15.6,801+
1201-1400,1371,University of Management and Technology,Pakistan,Lahore,Asia,n/a,https://www.topuniversities.com/universities/university-management-technology,https://www.topuniversities.com/sites/default/files/university-of-management-and-technology_2188_medium.jpg,9.4,801+,7.2,701+,17.6,801+,10.9,701+,3.3,801+,1.7,801+,54.4,777,1.9,801+,6,801+,46.6,801+
1201-1400,1372,University of Memphis,United States,Memphis,North America,n/a,https://www.topuniversities.com/universities/university-memphis,https://www.topuniversities.com/sites/default/files/251104030921pm2093292025-Leaping-Tiger-Stacked-FullColor-Logo-90x90.jpg,13.9,801+,4.1,701+,18.6,801+,4.1,701+,15,801+,19.4,737,41.9,801+,2.5,801+,14.7,801+,35.1,801+
1201-1400,1373,University of Miskolc ,Hungary,Miskolc,Europe,n/a,https://www.topuniversities.com/universities/university-miskolc,https://www.topuniversities.com/sites/default/files/university-of-miskolc-_592560cf2aeae70239af4fee_medium.jpg,4.7,801+,9,701+,20.4,801+,10.3,701+,16.3,801+,6.4,801+,24.5,801+,3,801+,5,801+,27.8,801+
1201-1400,1374,University of Mosul,Iraq,Mosul,Asia,n/a,https://www.topuniversities.com/universities/university-mosul,https://www.topuniversities.com/sites/default/files/university-of-mosul_592560cf2aeae70239af5457_medium.jpg,1.7,801+,7.3,701+,23.4,764,12.9,701+,28.8,577,1.3,801+,30.2,801+,1,801+,5.7,801+,26.4,801+
1201-1400,1375,University of North Carolina at Greensboro,United States,Greensboro,North America,n/a,https://www.topuniversities.com/universities/university-north-carolina-greensboro,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-at-greensboro_592560cf2aeae70239af52b2_medium.jpg,15.1,801+,3.6,701+,12.2,801+,4.5,701+,5,801+,4.3,801+,49.6,801+,10.3,801+,3.4,801+,32.8,801+
1201-1400,1376,University of Novi Sad,Serbia,Novi Sad,Europe,n/a,https://www.topuniversities.com/universities/university-novi-sad,https://www.topuniversities.com/sites/default/files/university-of-novi-sad_592560cf2aeae70239af55cc_medium.jpg,6.9,801+,12.5,701+,10.5,801+,6.5,701+,30.7,538,n/a,n/a,82.1,312,n/a,n/a,n/a,n/a,31.2,801+
1201-1400,1377,University of Ostrava,Czechia,Ostrava,Europe,n/a,https://www.topuniversities.com/universities/university-ostrava,https://www.topuniversities.com/sites/default/files/university-of-ostrava_592560cf2aeae70239af4f51_medium.jpg,5.9,801+,8,701+,20.5,801+,2.9,701+,5,801+,32.2,564,28.9,801+,34.6,540,24.2,702,24.2,801+
1201-1400,1378,University of Pannonia,Hungary,Veszprém,Europe,n/a,https://www.topuniversities.com/universities/university-pannonia,https://www.topuniversities.com/sites/default/files/university-of-pannonia_592560e59988f300e2321c07_medium.jpg,14.9,801+,6.1,701+,33.3,584,7.3,701+,5,801+,7.2,801+,55.5,760,5.8,801+,5.6,801+,23.4,801+
1201-1400,1379,University of Pardubice,Czechia,Pardubice,Europe,n/a,https://www.topuniversities.com/universities/university-pardubice,https://www.topuniversities.com/sites/default/files/university-of-pardubice_592560cf2aeae70239af4f50_medium.jpg,5.8,801+,5.2,701+,47.8,407,5.2,701+,2.5,801+,15.5,801+,36.2,801+,12.3,801+,19.7,768,15.8,801+
1201-1400,1380,University of Peradeniya ,Sri Lanka,Peradeniya,Asia,n/a,https://www.topuniversities.com/universities/university-peradeniya,https://www.topuniversities.com/sites/default/files/university-of-peradeniya-_592560cf2aeae70239af4f22_medium.jpg,3.7,801+,10.4,701+,14.3,801+,13.6,701+,17.7,765,1.6,801+,39.5,801+,n/a,n/a,6,801+,50.6,=693
1201-1400,1381,University of Petra,Jordan,Amman,Asia,n/a,https://www.topuniversities.com/universities/university-petra,https://www.topuniversities.com/sites/default/files/university-of-petra_592560df9988f300e23208db_medium.jpg,6.2,801+,8.8,701+,10,801+,8.1,701+,5.7,801+,47.1,429,9.9,801+,25.9,635,44.2,472,34.6,801+
1201-1400,1382,University of Primorska,Slovenia,Koper,Europe,n/a,https://www.topuniversities.com/universities/university-primorska,https://www.topuniversities.com/sites/default/files/university-of-primorska_592560cf2aeae70239af509d_medium.jpg,8.3,801+,3.6,701+,12.3,801+,5.7,701+,13.2,801+,38.9,506,45.4,801+,31.6,567,37.4,523,21.8,801+
1201-1400,1383,University of Rajshahi,Bangladesh,Rajshahi,Asia,n/a,https://www.topuniversities.com/universities/university-rajshahi,https://www.topuniversities.com/sites/default/files/231107032906pm316193download-90x90.jpg,6.4,801+,13.2,701+,6.2,801+,13.1,701+,4.4,801+,1.2,801+,23.5,801+,1.3,801+,5.6,801+,39.3,801+
1201-1400,1384,University of Rijeka,Croatia,Rijeka,Europe,n/a,https://www.topuniversities.com/universities/university-rijeka,https://www.topuniversities.com/sites/default/files/university-of-rijeka_592560e59988f300e2321aad_medium.jpg,8.7,801+,7.3,701+,17,801+,8.4,701+,15.3,801+,5.8,801+,50.2,801+,2.8,801+,10.1,801+,42.4,801+
1201-1400,1385,University of San Diego,United States,San Diego,North America,n/a,https://www.topuniversities.com/universities/university-san-diego,https://www.topuniversities.com/sites/default/files/university-of-san-diego_592560cf2aeae70239af4ca6_medium.jpg,4.5,801+,9,701+,27.8,684,15.2,701+,20.3,722,10.5,801+,6.9,801+,4.9,801+,8,801+,21.4,801+
1201-1400,1386,University of San Francisco,United States,San Francisco,North America,n/a,https://www.topuniversities.com/universities/university-san-francisco,https://www.topuniversities.com/sites/default/files/university-of-san-francisco_592560cf2aeae70239af4d4a_medium.jpg,5.7,801+,6.9,701+,27.5,691,12.1,701+,39,444,27.1,627,9.3,801+,3.9,801+,20.3,758,31.8,801+
1201-1400,1387,University of Sarajevo ,Bosnia & Herzegovina,Sarajevo,Europe,n/a,https://www.topuniversities.com/universities/university-sarajevo,https://www.topuniversities.com/sites/default/files/university-of-sarajevo-_592560cf2aeae70239af5652_medium.jpg,2.9,801+,5,701+,6.5,801+,1,701+,89.1,113,5.2,801+,41.3,801+,n/a,n/a,4.1,801+,20.5,801+
1201-1400,1388,University of Silesia in Katowice,Poland,Katowice,Europe,n/a,https://www.topuniversities.com/universities/university-silesia-katowice,https://www.topuniversities.com/sites/default/files/university-of-silesia_592560cf2aeae70239af503f_medium.jpg,5.7,801+,8.6,701+,31.3,611,6.8,701+,10.1,801+,7.4,801+,59.3,703,5.1,801+,12,801+,44.4,801+
1201-1400,1389,University of South Alabama (USA),United States,Mobile,North America,n/a,https://www.topuniversities.com/universities/university-south-alabama-usa,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-84-90x90.jpg,13.1,801+,5.6,701+,23.1,772,11.1,701+,3.2,801+,2.7,801+,13.7,801+,n/a,n/a,2.3,801+,28.9,801+
1201-1400,1390,University of Split,Croatia,Split,Europe,n/a,https://www.topuniversities.com/universities/university-split,https://www.topuniversities.com/sites/default/files/university-of-split_592560e59988f300e2321aaf_medium.jpg,8.8,801+,7.6,701+,8.7,801+,9.2,701+,22.4,687,3.3,801+,52.3,801+,1.6,801+,7.5,801+,44.8,801+
1201-1400,1391,University of Texas El Paso,United States,El Paso,North America,n/a,https://www.topuniversities.com/universities/university-texas-el-paso,https://www.topuniversities.com/sites/default/files/university-of-texas-el-paso-_592560cf2aeae70239af5358_medium.jpg,21.5,690,6.8,701+,7.6,801+,3.7,701+,9.1,801+,10.1,801+,61.6,669,13.9,801+,7.8,801+,41.5,801+
1201-1400,1392,University of Tyumen,Russia,Tyumen,Europe,n/a,https://www.topuniversities.com/universities/university-tyumen,https://www.topuniversities.com/sites/default/files/university-of-tyumen_592560cf2aeae70239af582a_medium.jpg,2.6,801+,2.7,701+,44,451,3.4,701+,5.7,801+,23.2,687,25.1,801+,6,801+,25,685,30.3,801+
1201-1400,1393,University of Wisconsin Milwaukee,United States,Milwaukee,North America,n/a,https://www.topuniversities.com/universities/university-wisconsin-milwaukee,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-milwaukee-_592560cf2aeae70239af5346_medium.jpg,15.3,801+,9,701+,13.8,801+,3.8,701+,16,801+,12.4,801+,37,801+,11.8,801+,9.4,801+,46.3,801+
1201-1400,1394,Universität Siegen,Germany,Siegen,Europe,n/a,https://www.topuniversities.com/universities/universitat-siegen,https://www.topuniversities.com/sites/default/files/universitt-siegen_592560cf2aeae70239af4fdc_medium.jpg,10.2,801+,5.4,701+,15.4,801+,1.2,701+,4.9,801+,37.3,524,42,801+,53.9,419,42.9,485,29.2,801+
